Unit,TCode,Rent,Base,Criteria,Grace_Period,Legal_Rent,Deposit,From,To,Move_In,Move_Out,Months_Occupied,Last_Renewal,Tenant_Status,Roommates-Y,ACH-Y
37-C10,t0011378,"1,565.00",50.00,Flat Amount,5.00,"2,375.52","2,415.12 ", 09/01/19, 08/31/21, 08/23/17,,-1432, 07/02/19,Current,Y,Y
37-C11,t0015637,"1,680.00",50.00,Flat Amount,5.00,"1,813.42","1,813.42 ", 06/10/19, 06/30/21, 06/30/19,,-1455,,Current,Y,Y
37-C12,t0014409,"1,499.00",50.00,Flat Amount,5.00,"2,037.97","2,037.97 ", 12/01/18, 11/30/20, 12/01/18,,-1448,,Current,N,Y
37-C14,t0009275,"1,799.00",50.00,Flat Amount,5.00,"1,929.53","1,929.56 ", 10/01/18, 09/30/20, 09/26/16,,-1421, 09/05/18,Current,N,N
37-C16,t0009116,"1,537.50",5.00,% Monthly Rent,5.00,"1,839.60",0.00 , 06/21/16, 06/30/17, 06/21/16, 6/22/17,12,,Past,N,N
37-C16,t0011232,"1,543.67",5.00,% Owed-month,5.00,"1,839.60",0.00 , 07/15/17, 07/31/19, 07/15/17, 7/11/19,24,,Past,Y,N
37-C16,t0015872,"1,575.00",50.00,Flat Amount,5.00,"1,839.60","1,839.60 ", 08/23/19, 08/31/21, 08/23/19,,-1457,,Current,N,Y
37-C16,t0015862,0.00,5.00,% Owed-month,5.00,"1,839.60",0.00 , 08/31/19, 08/31/21, 08/31/19,,-1457,,Applicant,N,N
37-C17,t0011147,"1,550.00",50.00,Flat Amount,5.00,"1,896.38","1,896.38 ", 08/01/19, 07/31/20, 07/26/17,,-1431, 03/27/19,Current,Y,Y
37-C18,t0005809,0.00,5.00,% Owed-month,5.00,"1,635.95",, 01/31/15, 01/31/17, 01/31/15,,-1401,,Applicant,N,N
37-C18,t0005756,"1,423.97",5.00,% Owed-month,5.00,"1,635.95",(18.74), 02/01/15, 01/31/17, 02/01/15, 2/1/17,24,,Past,Y,N
37-C18,t0010964,"1,550.00",50.00,Flat Amount,5.00,"1,635.95","1,636.77 ", 06/01/19, 05/31/20, 05/31/17,,-1430, 04/10/19,Current,Y,Y
37-C19,t0007483,"1,269.42",50.00,Flat Amount,5.00,"1,248.57","1,248.57 ", 12/01/19, 11/30/21, 11/06/15,,-1410, 10/21/19,Current,Y,Y
37-C21,t0010041,"1,877.75",50.00,Flat Amount,5.00,"2,241.96","2,132.16 ", 01/01/20, 12/31/20, 12/14/16,,-1424, 12/24/19,Current,N,N
37-C22,t0007113,"1,246.72",50.00,Flat Amount,5.00,"1,226.86","1,098.00 ", 09/01/19, 08/31/20, 09/01/15,,-1408, 09/04/19,Current,N,Y
37-C26,t0011723,0.00,5.00,% Owed-month,5.00,"2,680.34",0.00 , 09/30/17, 09/30/19, 09/30/17,,-1434,,Applicant,N,N
37-C26,t0012281,"1,650.00",5.00,% Monthly Rent,5.00,"2,680.34",0.00 , 01/27/18, 01/31/20, 01/27/18, 9/30/18,8,,Past,N,N
37-C26,t0014333,0.00,5.00,% Owed-month,5.00,"2,680.34",0.00 , 10/31/18, 10/31/20, 10/31/18,,-1447,,Applicant,N,N
37-C26,t0014534,0.00,5.00,% Owed-month,5.00,"2,680.34",0.00 , 11/30/18, 11/30/20, 11/30/18,,-1448,,Applicant,N,N
37-C26,t0014911,"1,599.00",50.00,Flat Amount,5.00,"2,680.34","2,680.34 ", 03/08/19, 03/31/21, 03/08/19,,-1451,,Current,N,Y
37-C27,t0005815,"1,376.72",5.00,% Owed-month,5.00,"1,807.62","1,472.25 ", 02/17/15, 02/28/17, 02/17/15, 2/24/17,25,,Past,N,N
37-C27,t0010712,0.00,5.00,% Owed-month,5.00,"1,807.62",0.00 , 04/30/17, 04/30/19, 04/30/17,,-1429,,Applicant,N,N
37-C27,t0010847,0.00,5.00,% Owed-month,5.00,"1,807.62",0.00 , 05/30/17, 05/31/19, 05/30/17,,-1430,,Applicant,N,N
37-C27,t0010899,"1,499.00",50.00,Flat Amount,5.00,"1,807.62","1,807.62 ", 06/01/19, 05/31/20, 05/27/17,,-1429, 05/13/19,Current,Y,Y
37-C28,t0006407,"1,475.10",5.00,% Owed-month,5.00,"1,969.14",0.00 , 06/01/17, 05/31/19, 05/30/15, 6/3/19,49, 06/15/17,Past,N,N
37-C28,t0015713,0.00,5.00,% Owed-month,5.00,"1,969.14",0.00 , 07/31/19, 07/31/21, 07/31/19,,-1456,,Applicant,N,N
37-C28,t0015776,"1,599.00",50.00,Flat Amount,5.00,"1,969.14","1,969.14 ", 08/01/19, 07/31/21, 08/01/19,,-1456,,Current,Y,Y
37-C29,t0012020,"1,608.78",50.00,Flat Amount,5.00,"2,003.05","1,973.45 ", 01/01/20, 12/31/20, 12/16/17,,-1436, 12/26/19,Current,N,Y
37-C32,t0004823,"1,350.31",5.00,% Monthly Rent,5.00,"2,272.25","1,025.00 ", 02/01/16, 01/31/18, 02/01/15, 1/31/18,37, 02/03/16,Past,N,N
37-C32,t0013541,"1,467.75",50.00,Flat Amount,5.00,"2,272.25","2,272.25 ", 06/29/18, 06/30/20, 06/29/18,,-1443,,Current,N,Y
37-C33,t0006385,"1,379.00",5.00,% Monthly Rent,5.00,"2,051.17",0.00 , 05/01/15, 04/30/16, 05/01/15, 4/29/16,12,,Past,N,N
37-C33,t0008815,"1,470.00",5.00,% Monthly Rent,5.00,"2,051.17",0.00 , 05/27/16, 05/31/18, 05/27/16, 5/31/18,24,,Past,N,N
37-C33,t0013615,0.00,5.00,% Owed-month,5.00,"2,051.17",0.00 , 06/30/18, 06/30/20, 06/30/18,,-1443,,Applicant,N,N
37-C33,t0013824,"1,486.00",50.00,Flat Amount,5.00,"2,051.17","2,051.17 ", 08/06/18, 08/31/20, 08/06/18,,-1444,,Current,Y,Y
37-CTWR,t0015176,"1,000.00",5.00,% Owed-month,5.00,,0.00 ,,, 05/01/19,,-1453,,Current,N,N
37-L01,t0008770,"1,670.05",5.00,% Monthly Rent,5.00,"2,019.18",0.00 , 05/10/16, 05/31/17, 05/10/16, 12/1/16,7,,Past,N,N
37-L01,t0010710,"1,805.00",50.00,Flat Amount,5.00,"2,019.18","2,019.18 ", 05/01/19, 04/30/21, 04/06/17,,-1428, 02/05/19,Current,N,Y
37-L03,t0008625,"1,550.00",5.00,% Monthly Rent,5.00,"2,343.22",0.00 , 05/28/16, 05/31/17, 05/28/16, 5/29/17,12,,Past,Y,N
37-L03,t0011168,946.07,0.00,% Monthly Rent,0.00,"2,343.22","2,286.07 ", 07/01/17, 06/30/18, 07/01/17, 2/1/18,7,,Past,N,N
37-L03,t0012394,"1,550.00",50.00,Flat Amount,5.00,"2,343.22","2,343.22 ", 03/01/19, 02/28/21, 02/15/18,,-1438, 01/23/19,Current,Y,Y
37-L04,t0008869,"1,505.00",5.00,% Monthly Rent,5.00,"2,283.63",0.00 , 06/01/18, 05/31/20, 06/01/16, 8/1/18,26, 07/06/18,Past,N,N
37-L04,t0014028,"1,537.00",50.00,Flat Amount,5.00,"2,283.63",0.00 , 08/23/18, 08/31/20, 08/23/18, 10/1/19,13,,Past,N,N
37-L04,t0016184,0.00,5.00,% Owed-month,5.00,"2,283.63",0.00 , 10/31/19, 10/31/21, 10/31/19,,-1459,,Applicant,N,N
37-L04,t0016191,"1,678.95",5.00,% Owed-month,5.00,"2,283.63","2,283.63 ", 11/15/19, 11/30/20, 11/15/19,,-1459,,Current,N,Y
37-L05,t0008187,"1,600.00",5.00,% Monthly Rent,5.00,"2,066.13","1,706.91 ", 03/01/16, 02/28/18, 03/02/16, 2/28/18,24,,Past,Y,N
37-L05,t0008192,0.00,5.00,% Owed-month,5.00,"2,066.13",0.00 , 03/31/16, 03/01/18, 03/31/16,,-1415,,Applicant,N,N
37-L05,t0008239,0.00,5.00,% Owed-month,5.00,"2,066.13",0.00 , 03/31/16, 03/31/18, 03/31/16,,-1415,,Applicant,N,N
37-L05,t0012835,"1,690.00",50.00,Flat Amount,5.00,"2,066.13","2,066.13 ", 03/01/19, 02/29/20, 03/01/18,,-1439, 01/21/19,Current,N,Y
37-L06,t0014944,"1,599.00",50.00,Flat Amount,5.00,"1,783.58","1,783.58 ", 04/17/19, 04/30/21, 04/17/19,,-1452,,Current,Y,Y
37-L07,t0007844,530.68,0.00,% Monthly Rent,0.00,"2,863.30",0.00 , 01/01/17, 12/31/17, 12/19/15, 6/17/17,18, 12/30/16,Past,Y,N
37-L07,t0011410,0.00,5.00,% Owed-month,5.00,"2,863.30",0.00 , 08/31/17, 08/31/19, 08/31/17,,-1433,,Applicant,N,N
37-L07,t0011521,"2,356.48",50.00,Flat Amount,5.00,"2,863.30","2,863.30 ", 10/01/19, 09/30/21, 09/21/17,,-1433, 09/03/19,Current,Y,Y
37-L08,t0009886,0.00,5.00,% Owed-month,5.00,"2,895.43",0.00 , 10/31/16, 10/31/18, 10/31/16,,-1422,,Applicant,N,N
37-L08,t0009936,0.00,5.00,% Owed-month,5.00,"2,895.43",0.00 , 10/31/16, 10/31/18, 10/31/16,,-1422,,Applicant,N,N
37-L08,t0009907,"2,300.00",50.00,Flat Amount,5.00,"2,895.43","2,300.00 ", 11/01/18, 10/31/20, 10/29/16,,-1422, 10/23/18,Current,Y,Y
37-L09,t0009963,"2,294.80",5.00,% Monthly Rent,5.00,"3,874.31",0.00 , 10/29/16, 10/31/18, 10/29/16, 11/1/18,24,,Past,N,N
37-L09,t0014817,"2,325.00",50.00,Flat Amount,5.00,"3,874.31","3,874.31 ", 02/11/19, 02/28/21, 02/11/19, 2/10/20,12,,Past,Y,N
37-L12,t0012336,"1,241.00",0.00,% Owed-month,5.00,"2,986.64","2,800.00 ", 01/01/20, 12/31/20, 01/01/18,,-1437, 10/07/19,Current,Y,Y
37-L13,t0014595,0.00,5.00,% Owed-month,5.00,"2,750.00",0.00 , 12/31/18, 12/31/19, 12/31/18,,-1449,,Applicant,N,N
37-L13,t0015087,"2,301.00",5.00,% Owed-month,5.00,"2,750.00",(3.33), 04/12/19, 04/30/20, 04/12/19, 11/26/19,8,,Past,N,N
37-L13,t0015122,0.00,5.00,% Owed-month,5.00,"2,750.00",0.00 , 04/30/19, 04/30/20, 04/30/19,,-1453,,Applicant,N,N
37-STR,t0014675,0.00,5.00,% Owed-month,0.00,,"1,400.00 ", 01/01/19, 12/31/23, 01/01/19,,-1449,,Current,N,N
38-1A,t0006614,"1,425.00",5.00,% Monthly Rent,5.00,"4,437.86",0.00 , 06/01/15, 05/31/17, 06/01/15, 5/23/17,24,,Past,Y,N
38-1A,t0011114,"2,646.20",50.00,Flat Amount,5.00,"4,437.86","1,600.00 ", 07/01/19, 06/30/20, 06/22/17,,-1430, 05/31/19,Current,Y,N
38-1C,t0009829,0.00,5.00,% Monthly Rent,5.00,"1,989.77",0.00 , 09/30/16, 09/30/18, 09/30/16,,-1421,,Applicant,N,N
38-1C,t0009849,"1,440.00",5.00,% Monthly Rent,5.00,"1,989.77","1,853.79 ", 11/01/18, 10/31/20, 10/10/16, 10/25/18,25, 08/21/18,Past,N,N
38-1C,t0014352,"1,455.00",50.00,Flat Amount,5.00,"1,989.77","1,989.77 ", 11/01/18, 10/31/20, 10/25/18,,-1447,,Current,Y,Y
38-1F,t0006185,"1,475.00",25.00,Flat Amount,5.00,"2,234.49",0.00 , 03/19/15, 03/31/16, 03/19/15, 3/25/16,12,,Past,Y,N
38-1F,t0008661,"1,440.97",5.00,% Monthly Rent,5.00,"2,234.49",0.00 , 04/25/16, 04/30/18, 04/25/16, 10/30/17,18,,Past,Y,N
38-1F,t0012855,0.00,5.00,% Monthly Rent,5.00,"2,234.49",0.00 , 03/31/18, 03/31/20, 03/31/18,,-1440,,Applicant,N,N
38-1F,t0013536,0.00,5.00,% Monthly Rent,5.00,"2,234.49",0.00 , 06/30/18, 06/30/20, 06/30/18,,-1443,,Applicant,N,N
38-1F,t0013587,0.00,5.00,% Monthly Rent,5.00,"2,234.49",0.00 , 06/30/18, 06/30/20, 06/30/18,,-1443,,Applicant,N,N
38-1F,t0013643,0.00,5.00,% Monthly Rent,5.00,"2,234.49",0.00 , 06/30/18, 06/30/20, 06/30/18,,-1443,,Applicant,N,N
38-1F,t0013663,0.00,5.00,% Monthly Rent,5.00,"2,234.49",0.00 , 06/30/18, 06/30/20, 06/30/18,,-1443,,Applicant,N,N
38-1F,t0013669,0.00,5.00,% Monthly Rent,5.00,"2,234.49",0.00 , 06/30/18, 06/30/20, 06/30/18,,-1443,,Applicant,N,N
38-1F,t0013739,0.00,5.00,% Monthly Rent,5.00,"2,234.49",0.00 , 07/31/18, 07/31/20, 07/31/18,,-1444,,Applicant,N,N
38-1F,t0013823,0.00,5.00,% Monthly Rent,5.00,"2,234.49",0.00 , 07/31/18, 07/31/20, 07/31/18,,-1444,,Applicant,N,N
38-1F,t0013745,"1,550.00",50.00,Flat Amount,5.00,"2,234.49","2,179.00 ", 08/01/19, 07/31/21, 07/23/18,,-1443, 07/30/19,Current,Y,Y
38-1G,t0006179,"1,735.00",50.00,Flat Amount,5.00,"2,042.95","1,550.00 ", 04/01/20, 03/31/21, 04/01/15,,-1403, 02/24/20,Current,Y,Y
38-1M,t0014058,"1,729.37",50.00,Flat Amount,5.00,"2,475.46","2,475.46 ", 09/01/18, 08/31/20, 09/01/18,,-1445,,Current,Y,N
38-1N,t0012134,0.00,5.00,% Monthly Rent,5.00,"2,484.71",0.00 , 12/31/17, 12/31/19, 12/31/17,,-1437,,Applicant,N,N
38-1N,t0013753,"1,749.97",50.00,Flat Amount,5.00,"2,484.71","2,410.05 ", 07/12/18, 07/31/20, 07/12/18,,-1443,,Current,N,Y
38-1P,t0012360,"2,950.00",5.00,% Monthly Rent,5.00,"2,550.00","11,800.00 ", 05/01/18, 07/31/23, 04/25/18,,-1441,,Current,N,Y
38-1S,t0006625,"1,350.00",5.00,Flat Amount,5.00,"2,401.04","1,414.33 ", 07/01/16, 06/30/17, 07/01/15, 6/30/17,24, 06/15/16,Past,Y,N
38-1S,t0012847,0.00,5.00,% Monthly Rent,5.00,"2,401.04",0.00 , 03/31/18, 03/31/20, 03/31/18,,-1440,,Applicant,N,N
38-1S,t0012952,0.00,5.00,% Monthly Rent,5.00,"2,401.04",0.00 , 03/31/18, 03/31/20, 03/31/18,,-1440,,Applicant,N,N
38-1S,t0013306,0.00,5.00,% Monthly Rent,5.00,"2,401.04",0.00 , 04/30/18, 04/30/20, 04/30/18,,-1441,,Applicant,N,N
38-1S,t0013721,"1,725.00",50.00,Flat Amount,5.00,"2,401.04","2,401.04 ", 08/01/19, 07/31/21, 07/23/18,,-1443, 07/03/19,Current,Y,N
38-1Y,t0014882,0.00,5.00,% Monthly Rent,5.00,"2,275.84",0.00 , 02/28/19, 02/28/21, 02/28/19,,-1451,,Applicant,N,N
38-1Y,t0014921,"1,575.00",50.00,Flat Amount,5.00,"2,275.84","2,275.84 ", 03/01/19, 02/28/21, 03/01/19,,-1451,,Current,N,Y
38-2B,t0009204,"1,125.00",50.00,Flat Amount,5.00,"1,453.82","1,453.36 ", 07/01/19, 06/30/21, 07/01/16,,-1418, 04/18/19,Current,Y,Y
38-2H,t0006621,0.00,5.00,Flat Amount,5.00,"2,610.79",, 06/30/15, 06/30/17, 06/30/15,,-1406,,Applicant,N,N
38-2H,t0006818,"1,699.00",5.00,% Monthly Rent,5.00,"2,610.79",0.00 , 07/27/15, 07/31/17, 07/27/15, 7/31/17,25,,Past,Y,N
38-2H,t0012980,0.00,5.00,% Monthly Rent,5.00,"2,610.79",0.00 , 03/31/18, 03/31/20, 03/31/18,,-1440,,Applicant,N,N
38-2H,t0013702,0.00,5.00,% Monthly Rent,5.00,"2,610.79",0.00 , 07/31/18, 07/31/20, 07/31/18,,-1444,,Applicant,N,N
38-2H,t0013752,0.00,5.00,% Monthly Rent,5.00,"2,610.79",0.00 , 07/31/18, 07/31/20, 07/31/18,,-1444,,Applicant,N,N
38-2H,t0013790,0.00,5.00,% Monthly Rent,5.00,"2,610.79",0.00 , 07/31/18, 07/31/20, 07/31/18,,-1444,,Applicant,N,N
38-2H,t0014003,"1,688.17",50.00,Flat Amount,5.00,"2,610.79","2,610.79 ", 08/20/18, 08/31/20, 08/20/18,,-1444,,Current,N,Y
38-2H,t0014005,0.00,5.00,% Monthly Rent,5.00,"2,610.79",0.00 , 08/31/18, 08/31/20, 08/31/18,,-1445,,Applicant,N,N
38-2H,t0013885,0.00,5.00,% Monthly Rent,5.00,"2,610.79",0.00 , 08/31/18, 08/31/20, 08/31/18,,-1445,,Applicant,N,N
38-2K,t0006899,"1,476.96",50.00,Flat Amount,5.00,"1,476.95","1,476.95 ", 08/01/18, 07/31/20, 08/01/15,,-1407, 06/05/18,Current,Y,Y
38-2M,t0005948,"1,500.00",5.00,% Monthly Rent,5.00,"2,324.92",405.00 , 03/01/15, 02/29/16, 03/01/15, 8/28/15,6,,Past,Y,N
38-2M,t0007558,"1,618.93",50.00,Flat Amount,5.00,"2,324.92","2,245.65 ", 12/01/19, 11/30/20, 12/05/15,,-1411, 10/28/19,Current,Y,Y
38-2N,t0011969,0.00,5.00,% Monthly Rent,5.00,"2,151.01",0.00 , 11/30/17, 11/30/19, 11/30/17,,-1436,,Applicant,N,N
38-2N,t0012053,0.00,5.00,% Monthly Rent,5.00,"2,151.01",0.00 , 11/30/17, 11/30/19, 11/30/17,,-1436,,Applicant,N,N
38-2N,t0012128,"1,530.00",5.00,% Monthly Rent,5.00,"2,151.01",470.00 , 12/08/17, 12/31/18, 12/08/17, 7/30/18,8,,Past,Y,N
38-2N,t0014126,0.00,5.00,% Monthly Rent,5.00,"2,151.01",0.00 , 09/30/18, 09/30/20, 09/30/18,,-1446,,Applicant,N,N
38-2N,t0014195,"1,717.07",50.00,Flat Amount,5.00,"2,151.01","2,151.01 ", 10/17/18, 10/31/20, 10/17/18,,-1446,,Current,Y,N
38-2N,t0014296,0.00,5.00,% Monthly Rent,5.00,"2,151.01",0.00 , 10/31/18, 10/31/20, 10/31/18,,-1447,,Applicant,N,N
38-2S,t0006611,0.00,5.00,% Owed-month,5.00,"1,977.45",, 05/31/15, 05/31/17, 05/31/15,,-1405,,Applicant,N,N
38-2S,t0006760,"1,599.00",5.00,% Monthly Rent,5.00,"1,977.45","1,753.84 ", 07/01/17, 06/30/18, 06/29/15, 3/7/18,33, 06/07/17,Past,Y,N
38-2S,t0012880,"1,625.00",50.00,Flat Amount,5.00,"1,977.45","1,929.22 ", 04/01/20, 03/31/22, 03/08/18,,-1439, 01/13/20,Current,Y,Y
38-2V,t0013333,"1,493.50",50.00,Flat Amount,5.00,"1,950.16","1,950.16 ", 05/01/18, 04/30/20, 05/01/18,,-1441,,Current,N,Y
38-2Y,t0014297,0.00,5.00,% Monthly Rent,5.00,"2,074.30",0.00 , 10/31/18, 10/31/20, 10/31/18,,-1447,,Applicant,N,N
38-2Y,t0014375,0.00,5.00,% Monthly Rent,5.00,"2,074.30",0.00 , 10/31/18, 10/31/20, 10/31/18,,-1447,,Applicant,N,N
38-2Y,t0014453,"1,614.38",50.00,Flat Amount,5.00,"2,074.30","2,074.30 ", 11/07/18, 11/30/20, 11/07/18,,-1447,,Current,N,Y
38-2Y,t0014379,0.00,5.00,% Monthly Rent,5.00,"2,074.30",0.00 , 11/15/18, 11/30/20, 11/15/18,,-1447,,Applicant,N,N
38-3A,t0006919,"1,250.00",5.00,% Monthly Rent,5.00,"1,558.39","1,355.07 ", 08/01/17, 07/31/19, 08/01/15, 8/30/17,25, 08/03/17,Past,Y,N
38-3A,t0011530,"1,325.00",50.00,Flat Amount,5.00,"1,558.39","1,520.38 ", 09/01/19, 08/31/21, 08/31/17,,-1433, 07/31/19,Current,Y,Y
38-3B,t0009036,0.00,5.00,% Monthly Rent,5.00,"2,144.92",0.00 , 06/30/16, 06/30/18, 06/30/16,,-1418,,Applicant,N,N
38-3B,t0009295,"1,533.00",5.00,% Monthly Rent,5.00,"2,144.92","1,917.20 ", 08/01/16, 07/31/18, 07/21/16, 2/28/18,20,,Past,Y,N
38-3B,t0014948,"1,599.00",50.00,Flat Amount,5.00,"2,144.92","2,144.92 ", 03/28/19, 03/31/21, 03/28/19,,-1452,,Current,Y,Y
38-3C,t0006537,0.00,5.00,Flat Amount,5.00,"2,196.97",, 05/31/15, 05/31/17, 05/31/15,,-1405,,Applicant,N,N
38-3C,t0006578,"1,450.00",5.00,% Owed-month,5.00,"2,196.97","1,500.81 ", 06/01/17, 05/31/19, 05/27/15, 5/31/19,49, 05/16/17,Past,Y,N
38-3C,t0015692,"1,499.00",50.00,Flat Amount,5.00,"2,196.97","2,196.97 ", 06/08/19, 06/30/21, 06/08/19,,-1454,,Current,N,Y
38-3C,t0015648,0.00,5.00,% Monthly Rent,5.00,"2,196.97",0.00 , 06/30/19, 06/30/21, 06/30/19,,-1455,,Applicant,N,N
38-3C,t0015671,0.00,5.00,% Monthly Rent,5.00,"2,196.97",0.00 , 06/30/19, 06/30/21, 06/30/19,,-1455,,Applicant,N,N
38-3D,t0006865,"1,275.00",50.00,Flat Amount,5.00,"1,737.39","1,737.77 ", 08/01/19, 07/31/21, 07/17/15,,-1407, 03/27/19,Current,Y,Y
38-3G,t0011167,"1,551.00",5.00,% Monthly Rent,5.00,"2,035.19",0.00 , 07/14/17, 07/31/18, 07/14/17, 7/29/18,13,,Past,N,N
38-3G,t0014036,0.00,5.00,% Monthly Rent,5.00,"2,035.19",0.00 , 08/31/18, 08/31/20, 08/31/18,,-1445,,Applicant,N,N
38-3G,t0014044,0.00,5.00,% Monthly Rent,5.00,"2,035.19",0.00 , 09/30/18, 09/30/20, 09/30/18,,-1446,,Applicant,N,N
38-3G,t0014049,"1,540.00",50.00,Flat Amount,5.00,"2,035.19","2,040.19 ", 09/01/19, 08/31/21, 08/28/18,,-1445, 07/15/19,Current,Y,Y
38-3K,t0006824,0.00,5.00,Flat Amount,5.00,"1,993.30",, 07/31/15, 07/31/17, 07/31/15,,-1407,,Applicant,N,N
38-3K,t0007180,"1,745.00",50.00,Flat Amount,5.00,"1,993.30","1,906.55 ", 09/01/19, 08/31/21, 09/01/15,,-1408, 08/05/19,Current,Y,Y
38-3N,t0009023,"1,650.00",5.00,% Monthly Rent,5.00,"2,247.78",0.00 , 06/24/16, 06/30/18, 06/24/16, 6/28/18,24,,Past,Y,N
38-3N,t0014189,"1,645.00",50.00,Flat Amount,5.00,"2,247.78","2,247.78 ", 09/29/18, 09/30/20, 09/29/18,,-1446,,Current,Y,Y
38-3R,t0005878,"1,317.13",50.00,Flat Amount,5.00,"1,442.56",0.00 , 02/01/18, 01/31/20, 02/01/15, 1/31/20,61, 01/11/18,Past,Y,N
38-3T,t0013672,0.00,5.00,% Monthly Rent,5.00,"2,342.31",0.00 , 06/30/18, 06/30/20, 06/30/18,,-1443,,Applicant,N,N
38-3T,t0014026,"2,100.00",50.00,Flat Amount,5.00,"2,342.31","2,342.31 ", 08/25/18, 08/31/20, 08/25/18, 12/30/19,16,,Past,N,N
38-3T,t0014013,0.00,5.00,% Monthly Rent,5.00,"2,342.31",0.00 , 08/31/18, 08/31/20, 08/31/18,,-1445,,Applicant,N,N
38-3T,t0016366,"2,125.00",5.00,% Monthly Rent,5.00,"2,342.31","2,342.31 ", 01/21/20, 01/31/22, 01/21/20,,-1462,,Current,Y,Y
38-3U,t0006088,"1,255.00",50.00,Flat Amount,5.00,"1,670.82","1,175.00 ", 04/01/19, 03/31/21, 04/01/15,,-1403, 02/25/19,Current,Y,Y
38-3Y,t0009033,"1,485.00",5.00,% Monthly Rent,5.00,"3,034.80",0.00 , 06/10/16, 06/30/18, 06/10/16, 6/30/18,25,,Past,N,N
38-3Y,t0014231,"1,622.25",50.00,Flat Amount,5.00,"3,034.80","3,034.80 ", 09/28/18, 09/30/20, 09/28/18,,-1446,,Current,N,Y
38-4A,t0014968,"1,499.00",50.00,Flat Amount,5.00,"2,051.35","2,051.35 ", 04/15/19, 04/30/21, 04/15/19,,-1452,,Current,N,Y
38-4B,t0016398,0.00,5.00,% Monthly Rent,5.00,"2,040.49","2,040.49 ", 01/15/20, 01/31/22, 01/15/20,,-1462,,Current,Y,Y
38-4C,t0008632,"1,299.00",50.00,Flat Amount,5.00,"1,367.35","1,024.13 ", 07/01/18, 06/30/20, 06/10/16,,-1418, 08/07/18,Current,Y,N
38-4J,t0008619,"1,775.00",50.00,Flat Amount,5.00,"2,137.43","2,064.55 ", 05/01/20, 04/30/21, 04/26/16,,-1416, 02/06/20,Current,Y,Y
38-4L,t0011852,0.00,5.00,% Monthly Rent,5.00,"2,332.51",0.00 , 10/31/17, 10/31/19, 10/31/17,,-1435,,Applicant,N,N
38-4L,t0012417,"1,780.97",50.00,Flat Amount,5.00,"2,332.51","2,332.51 ", 03/01/20, 02/28/21, 02/24/18,,-1439, 11/26/19,Current,Y,Y
38-4M,t0014202,"1,729.37",50.00,Flat Amount,5.00,"2,297.11","2,297.11 ", 09/27/18, 09/30/20, 09/27/18,,-1446,,Current,Y,Y
38-4R,t0008841,"1,389.00",5.00,% Monthly Rent,5.00,"2,029.47",0.00 , 05/26/16, 05/31/18, 05/26/16, 1/31/17,8,,Past,Y,N
38-4R,t0008849,0.00,5.00,% Monthly Rent,5.00,"2,029.47",0.00 , 06/01/16, 05/31/18, 06/01/16,,-1417,,Applicant,N,N
38-4R,t0010504,0.00,5.00,% Monthly Rent,5.00,"2,029.47",0.00 , 03/31/17, 03/31/19, 03/31/17,,-1428,,Applicant,N,N
38-4R,t0011095,"1,674.75",5.00,% Owed-month,5.00,"2,029.47",0.00 , 07/01/18, 06/30/19, 06/27/17, 7/1/19,24, 06/19/18,Past,N,N
38-4R,t0016004,0.00,5.00,% Monthly Rent,5.00,"2,029.47",0.00 , 09/30/19, 09/30/21, 09/30/19,,-1458,,Applicant,N,N
38-4R,t0016216,0.00,50.00,Flat Amount,5.00,"2,029.47","2,029.47 ", 11/20/19, 11/30/21, 11/20/19,,-1460,,Current,N,Y
38-4U,t0015184,0.00,5.00,% Monthly Rent,5.00,"1,613.07",0.00 , 05/31/19, 05/31/21, 05/31/19,,-1454,,Applicant,N,N
38-4U,t0015204,0.00,5.00,% Monthly Rent,5.00,"1,613.07",0.00 , 05/31/19, 05/31/21, 05/31/19,,-1454,,Applicant,N,N
38-4U,t0015237,"1,499.00",50.00,Flat Amount,5.00,"1,613.07","1,613.07 ", 06/11/19, 06/30/21, 06/11/19,,-1454,,Current,N,Y
38-4V,t0007826,"1,460.63",50.00,Flat Amount,5.00,"2,047.48","2,030.95 ", 02/01/20, 01/31/22, 02/01/16,,-1413, 12/30/19,Current,Y,Y
38-4Y,t0008364,"1,427.00",5.00,% Monthly Rent,5.00,"2,106.19","1,918.88 ", 03/26/16, 03/31/17, 03/26/16, 3/8/17,12,,Past,Y,N
38-4Y,t0008264,0.00,5.00,% Monthly Rent,5.00,"2,106.19",0.00 , 03/31/16, 03/31/18, 03/31/16,,-1415,,Applicant,N,N
38-4Y,t0010966,0.00,5.00,% Monthly Rent,5.00,"2,106.19",0.00 , 06/30/17, 06/30/19, 06/30/17,,-1431,,Applicant,N,N
38-4Y,t0011181,0.00,5.00,% Monthly Rent,5.00,"2,106.19",0.00 , 07/31/17, 07/31/19, 07/31/17,,-1432,,Applicant,N,N
38-4Y,t0011069,"1,625.00",50.00,Flat Amount,5.00,"2,106.19","2,106.19 ", 08/01/19, 07/31/21, 07/13/17,,-1431, 05/02/19,Current,N,N
38-5A,t0012003,"1,486.25",50.00,Flat Amount,5.00,,0.00 , 01/01/18, 12/31/19, 01/01/18, 11/30/19,23,,Past,Y,N
38-5A,t0016357,"1,280.96",50.00,Flat Amount,5.00,,"2,080.68 ", 01/06/20, 01/31/22, 01/06/20,,-1461,,Current,N,Y
