Unit,TCode,Rent,Base,Criteria,Grace_Period,Legal_Rent,Deposit,From,To,Move_In,Move_Out,Months_Occupied,Last_Renewal,Tenant_Status,Roommates-Y,ACH-Y
36-2M,t0008170,"1,760.75",50.00,Flat Amount,5.00,"2,048.79","1,814.60 ", 04/01/18, 03/31/20, 03/07/16,,-1415, 03/06/18,Current,N,Y
36-3C,t0007322,"2,094.61",50.00,Flat Amount,5.00,"3,000.37","2,927.19 ", 11/01/19, 10/31/21, 10/09/15,,-1410, 08/14/19,Current,Y,Y
36-3D,t0005702,"1,435.00",5.00,% Monthly Rent,5.00,"3,102.46",0.00 , 01/21/15, 01/31/17, 01/21/15, 1/31/17,25,,Past,N,N
36-3D,t0011711,0.00,5.00,% Monthly Rent,5.00,"3,102.46",0.00 , 09/30/17, 09/30/19, 09/30/17,,-1434,,Applicant,N,N
36-3D,t0011759,0.00,5.00,% Monthly Rent,5.00,"3,102.46",0.00 , 09/30/17, 09/30/18, 09/30/17,,-1434,,Applicant,N,N
36-3D,t0011937,"1,441.10",50.00,Flat Amount,5.00,"3,102.46","1,573.64 ", 11/01/17, 10/31/19, 11/01/17, 10/31/19,24,,Past,N,N
36-3D,t0011941,0.00,5.00,% Monthly Rent,5.00,"3,102.46",0.00 , 11/30/17, 11/30/19, 11/30/17,,-1436,,Applicant,N,N
36-3D,t0016349,0.00,5.00,% Monthly Rent,5.00,"3,102.46",0.00 , 01/31/20, 01/31/22, 01/31/20,,-1462,,Applicant,N,N
36-3D,t0016394,0.00,5.00,% Monthly Rent,5.00,"3,102.46","3,102.46 ", 02/14/20, 02/28/22, 02/14/20,,-1463,,Current,N,Y
36-3F,t0007179,"2,078.62",50.00,Flat Amount,5.00,"2,215.10","2,215.10 ", 10/01/19, 09/30/20, 10/01/15,,-1409, 08/12/19,Current,Y,Y
36-3G,t0006419,"1,550.00",5.00,% Monthly Rent,5.00,"2,122.47",0.00 , 05/01/17, 04/30/19, 04/30/15, 5/31/17,25, 04/12/17,Past,Y,N
36-3G,t0011191,0.00,5.00,% Owed-month,5.00,"2,122.47",0.00 , 07/30/17, 07/31/19, 07/30/17,,-1432,,Applicant,N,N
36-3G,t0011283,"1,435.00",50.00,Flat Amount,5.00,"2,122.47","2,122.47 ", 08/01/19, 07/31/21, 07/31/17,,-1432, 04/11/19,Current,Y,N
36-3L,t0014213,"1,852.97",50.00,Flat Amount,5.00,"3,054.24","3,054.24 ", 10/30/18, 10/31/20, 10/30/18,,-1447,,Current,Y,Y
36-4A,t0015844,"1,797.87",5.00,% Monthly Rent,5.00,"2,700.77",0.00 , 06/01/19, 05/31/21, 06/01/19, 8/1/19,2,,Past,N,N
36-4A,t0015804,"1,625.00",50.00,Flat Amount,5.00,"2,700.77","2,700.77 ", 08/01/19, 07/31/21, 08/01/19, 1/13/20,6,,Past,N,N
36-4A,t0016395,"1,650.00",5.00,% Monthly Rent,5.00,"2,700.77","2,700.77 ", 02/01/20, 01/31/22, 02/01/20,,-1462,,Current,Y,Y
36-4D,t0007390,0.00,5.00,% Monthly Rent,5.00,"2,200.77",, 10/31/15, 10/31/17, 10/31/15,,-1410,,Applicant,N,N
36-4D,t0007536,"1,375.00",5.00,% Monthly Rent,5.00,"2,200.77",500.00 , 11/14/15, 11/30/17, 11/14/15, 2/27/16,4,,Past,Y,N
36-4D,t0007453,0.00,5.00,% Monthly Rent,5.00,"2,200.77",, 11/30/15, 11/30/17, 11/30/15,,-1411,,Applicant,N,N
36-4D,t0008448,"1,597.95",50.00,Flat Amount,5.00,"2,200.77","2,048.14 ", 04/01/20, 03/31/22, 03/31/16,,-1415, 02/24/20,Current,Y,Y
36-4H,t0007138,"1,645.30",5.00,% Monthly Rent,5.00,"2,113.26",0.00 , 09/24/15, 09/30/16, 09/24/15, 9/30/16,12,,Past,N,N
36-4H,t0009877,"1,675.00",50.00,Flat Amount,5.00,"2,113.26","2,110.79 ", 11/01/18, 10/31/20, 10/14/16,,-1422, 09/26/18,Current,Y,Y
36-4K,t0007618,"3,300.08",50.00,Flat Amount,5.00,"3,150.60","3,150.60 ", 12/01/17, 11/30/19, 11/30/15, 12/1/19,49, 11/07/17,Past,N,N
36-4K,t0016424,0.00,5.00,% Monthly Rent,5.00,"3,150.60",0.00 , 01/31/20, 01/31/22, 01/31/20,,-1462,,Applicant,N,N
36-5B,t0015840,"1,621.22",5.00,% Monthly Rent,5.00,"2,249.77",0.00 , 05/29/19, 05/31/21, 05/29/19, 7/26/19,2,,Past,N,N
36-5B,t0015770,"1,559.00",50.00,Flat Amount,5.00,"2,249.77","2,249.77 ", 08/01/19, 07/31/21, 08/01/19,,-1456,,Current,N,Y
36-5C,t0007592,0.00,5.00,% Monthly Rent,5.00,"2,163.73",, 11/30/15, 11/30/17, 11/30/15,,-1411,,Applicant,N,N
36-5C,t0007644,0.00,5.00,% Monthly Rent,5.00,"2,163.73",, 12/31/15, 12/31/17, 12/31/15,,-1412,,Applicant,N,N
36-5C,t0007665,"2,032.25",50.00,Flat Amount,5.00,"2,163.73","2,163.73 ", 01/01/20, 12/31/21, 12/28/15,,-1412, 10/31/19,Current,Y,Y
36-5E,t0012804,"2,264.97",50.00,Flat Amount,5.00,"3,284.14","3,284.14 ", 04/01/18, 03/31/20, 04/01/18,,-1440,,Current,N,Y
36-5G,t0008416,"1,526.62",50.00,Flat Amount,5.00,"2,077.83","1,948.17 ", 04/01/20, 03/31/21, 04/01/16,,-1415, 02/03/20,Current,Y,Y
36-5H,t0006647,0.00,5.00,% Monthly Rent,5.00,"2,568.27",, 06/30/15, 06/30/17, 06/30/15,,-1406,,Applicant,N,N
36-5H,t0006943,0.00,5.00,% Monthly Rent,5.00,"2,568.27",, 08/31/15, 08/31/17, 08/31/15,,-1408,,Applicant,N,N
36-5H,t0006985,"1,725.00",50.00,Flat Amount,5.00,"2,568.27","2,568.39 ", 09/01/19, 08/31/20, 08/22/15,,-1408, 07/02/19,Current,N,Y
36-5J,t0011219,0.00,5.00,% Monthly Rent,5.00,"3,193.52",0.00 , 07/30/17, 07/31/19, 07/30/17,,-1432,,Applicant,N,N
36-5J,t0011266,"1,815.00",50.00,Flat Amount,5.00,"3,193.52","3,193.52 ", 08/01/19, 07/31/21, 07/29/17,,-1432, 05/14/19,Current,Y,Y
36-5M,t0005826,640.59,5.00,% Monthly Rent,5.00,"2,317.79",, 01/31/15, 01/31/17, 01/31/15,,-1401,,Applicant,N,N
36-5M,t0005821,"1,928.80",50.00,Flat Amount,5.00,"2,317.79","2,261.26 ", 02/01/19, 01/31/21, 01/31/15,,-1401, 01/10/19,Current,Y,Y
36-6B,t0006895,0.00,5.00,% Monthly Rent,5.00,"2,405.04",, 07/31/15, 07/31/17, 07/31/15,,-1407,,Applicant,N,N
36-6B,t0007017,"1,673.95",5.00,% Monthly Rent,5.00,"2,405.04","2,091.34 ", 09/01/17, 08/31/18, 08/11/15, 8/31/18,37, 08/08/17,Past,N,N
36-6B,t0014940,"1,559.00",50.00,Flat Amount,5.00,"2,405.04","2,405.04 ", 03/29/19, 03/31/21, 03/29/19,,-1452,,Current,Y,Y
36-6K,t0006374,0.00,5.00,% Monthly Rent,5.00,"2,606.51",, 04/30/15, 04/30/17, 04/30/15,,-1404,,Applicant,N,N
36-6K,t0006388,"1,967.34",5.00,% Monthly Rent,5.00,"2,606.51",0.00 , 06/01/17, 05/31/18, 05/30/15, 5/30/18,37, 04/17/17,Past,Y,N
36-6K,t0014689,"1,914.77",50.00,Flat Amount,5.00,"2,606.51","2,606.51 ", 02/01/19, 01/31/21, 02/01/19,,-1450,,Current,Y,Y
36-6M,t0010822,"1,725.00",50.00,Flat Amount,5.00,"2,786.27","2,547.19 ", 05/01/19, 04/30/20, 04/25/17,,-1428, 01/30/19,Current,Y,Y
36-7B,t0005800,"1,465.00",25.00,Flat Amount,5.00,"3,460.64","1,363.95 ", 01/22/15, 01/31/17, 01/22/15, 3/16/17,26,,Past,Y,N
36-7B,t0011017,"1,485.00",50.00,Flat Amount,5.00,"3,460.64","3,460.64 ", 07/01/18, 06/30/20, 06/19/17,,-1430, 05/17/18,Current,Y,Y
36-7C,t0008396,392.94,5.00,% Owed-month,5.00,,"1,027.08 ", 05/01/18, 04/30/20, 04/07/16, 9/25/19,42, 03/15/18,Past,Y,N
36-7C,t0016272,0.00,5.00,% Monthly Rent,5.00,,"1,899.00 ", 12/01/19, 11/30/21, 12/01/19,,-1460,,Current,N,Y
36-7F,t0010275,0.00,5.00,% Monthly Rent,5.00,,, 01/31/17, 01/31/19, 01/31/17,,-1426,,Applicant,N,N
36-7F,t0011189,"1,850.00",5.00,% Owed-month,5.00,,0.00 , 07/08/17, 07/31/19, 07/08/17, 7/30/19,25,,Past,Y,N
36-7F,t0015970,"1,800.00",50.00,Flat Amount,5.00,,"1,800.00 ", 09/01/19, 08/31/21, 09/01/19,,-1457,,Current,N,N
36-7H,t0014647,0.00,5.00,% Monthly Rent,5.00,"2,209.45",0.00 , 01/31/19, 01/31/21, 01/31/19,,-1450,,Applicant,N,N
36-7H,t0015149,0.00,5.00,% Monthly Rent,5.00,"2,209.45",0.00 , 04/30/19, 04/30/21, 04/30/19,,-1453,,Applicant,N,N
36-7H,t0015166,"1,649.99",50.00,Flat Amount,5.00,"2,209.45","2,209.45 ", 05/13/19, 05/31/21, 05/13/19,,-1453,,Current,Y,Y
36-PARK,t0006409,0.00,25.00,Flat Amount,5.00,0.00,, 04/27/15, 04/30/16, 04/27/15, 8/12/15,4,,Past,N,N
36-PARK,t0006487,0.00,25.00,Flat Amount,5.00,0.00,0.00 , 05/08/15, 05/31/16, 05/08/15, 5/31/16,13,,Past,N,N
36-PARK,t0006271,0.00,0.00,% Owed-total,0.00,0.00,, 05/08/15, 05/31/16, 05/08/15, 10/8/16,17,,Past,N,N
36-PARK,t0006616,0.00,25.00,Flat Amount,5.00,0.00,0.00 , 06/01/15, 05/31/16, 06/01/15, 6/6/16,12,,Past,N,N
36-PARK,t0009358,0.00,25.00,Flat Amount,5.00,0.00,0.00 , 07/25/16, 07/31/19, 07/25/16, 11/30/18,29, 05/20/17,Past,Y,N
36-PARK,t0006933,0.00,5.00,% Monthly Rent,5.00,0.00,0.00 , 08/01/16, 07/31/17, 07/29/15, 7/31/17,24, 07/21/16,Past,N,N
36-PARK,t0010731,0.00,25.00,Flat Amount,5.00,0.00,0.00 , 04/30/18,, 04/07/17, 4/10/17,0,,Past,N,N
36-PARK,t0011629,0.00,25.00,Flat Amount,0.00,0.00,0.00 , 10/01/18, 09/30/19, 09/06/17, 9/30/19,25, 10/02/18,Past,N,N
36-PARK,t0006995,0.00,5.00,% Owed-month,5.00,0.00,0.00 , 08/01/19, 07/31/20, 08/01/15,,-1407, 09/16/19,Current,N,Y
36-PARK,t0016250,0.00,25.00,Flat Amount,0.00,0.00,0.00 , 11/15/19, 11/30/20, 11/15/19,,-1459,,Current,N,Y
36-PARK,t0007531,0.00,25.00,Flat Amount,5.00,0.00,, 12/01/19, 11/30/20, 11/11/15, 8/30/19,46, 09/16/19,Past,N,N
36-SCQ,t0007870,0.00,0.00,% Owed-total,0.00,,0.00 , 01/01/16,, 01/01/16,,-1412,,Current,N,N
36-SCQ,t0008190,0.00,0.00,% Owed-total,0.00,,0.00 , 01/01/16,, 01/01/16,,-1412,,Current,N,N
36-SCQ,t0010159,0.00,0.00,% Owed-total,0.00,,0.00 , 01/01/16,, 01/01/16,,-1412,,Current,N,N
36-SCQ,t0010839,0.00,0.00,% Owed-total,0.00,,0.00 , 01/01/17,, 01/01/17,,-1425,,Current,N,N
36-SCQ,t0011047,0.00,0.00,% Owed-total,0.00,,0.00 , 01/01/17,, 01/01/17,,-1425,,Current,N,N
36-SCQ,t0012922,0.00,0.00,% Owed-total,0.00,,0.00 , 03/15/18,, 03/15/18,,-1439,,Current,N,N
ACH-TEST,t0007593,0.00,5.00,% Monthly Rent,5.00,,, 11/30/15, 11/30/17, 11/30/15,,-1411,,Applicant,N,N
37-A04,t0013438,"1,585.00",5.00,% Owed-month,5.00,"1,929.27","1,917.27 ", 05/31/18, 05/31/19, 05/31/18, 5/31/19,12,,Past,Y,N
37-A04,t0015319,0.00,5.00,% Owed-month,5.00,"1,929.27",0.00 , 06/30/19, 06/30/21, 06/30/19,,-1455,,Applicant,N,N
37-A04,t0015611,"1,550.00",50.00,Flat Amount,5.00,"1,929.27","1,929.27 ", 07/01/19, 06/30/21, 07/01/19,,-1455,,Current,Y,Y
37-A07,t0006400,0.00,5.00,% Owed-month,5.00,"1,999.75",, 05/15/15, 05/30/17, 05/15/15,,-1405,,Applicant,N,N
37-A07,t0006503,"1,450.00",5.00,% Owed-month,5.00,"1,999.75",0.00 , 05/15/15, 05/31/16, 05/15/15, 5/31/16,13,,Past,N,N
37-A07,t0009137,"1,525.00",5.00,% Monthly Rent,5.00,"1,999.75",0.00 , 06/28/16, 06/30/18, 06/28/16, 11/30/17,17,,Past,Y,N
37-A07,t0012266,0.00,5.00,% Owed-month,5.00,"1,999.75",0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
37-A07,t0012325,"1,525.00",50.00,Flat Amount,5.00,"1,999.75","1,999.75 ", 02/01/20, 01/31/22, 01/31/18,,-1438, 10/24/19,Current,Y,Y
37-A09,t0010164,"1,549.02",5.00,% Monthly Rent,5.00,"2,239.00",0.00 , 01/20/17, 01/31/19, 01/20/17, 9/4/18,20,,Past,Y,N
37-A09,t0014245,"1,595.47",50.00,Flat Amount,5.00,"2,239.00",0.00 , 09/28/18, 09/30/20, 09/28/18, 12/27/19,15,,Past,N,N
37-A11,t0011245,"1,675.00",5.00,% Owed-month,5.00,"1,862.09",0.00 , 08/01/18, 07/31/19, 07/28/17, 8/2/19,25, 07/12/18,Past,N,N
37-A11,t0015966,"1,625.00",5.00,% Owed-month,5.00,"1,862.09","1,862.09 ", 08/28/19, 08/31/20, 08/28/19,,-1457,,Current,Y,Y
37-A13,t0005725,"1,424.00",5.00,% Owed-month,5.00,"2,443.46",240.65 , 01/08/15, 01/31/17, 01/08/15, 2/1/17,25,,Past,N,N
37-A13,t0011243,"1,521.45",5.00,% Monthly Rent,5.00,"2,443.46","2,327.10 ", 07/31/17, 07/31/18, 07/31/17, 7/18/18,12,,Past,Y,N
37-A13,t0013837,"1,540.00",50.00,Flat Amount,5.00,"2,443.46","2,443.46 ", 07/19/18, 07/31/20, 07/19/18,,-1443,,Current,Y,Y
37-A14,t0009527,0.00,5.00,% Owed-month,5.00,"2,220.23",0.00 , 08/31/16, 08/31/18, 08/31/16,,-1420,,Applicant,N,N
37-A14,t0009819,0.00,5.00,% Owed-month,5.00,"2,220.23",0.00 , 09/30/16, 09/30/18, 09/30/16,,-1421,,Applicant,N,N
37-A14,t0009901,"1,748.90",5.00,% Monthly Rent,5.00,"2,220.23",0.00 , 10/11/16, 10/31/18, 10/11/16, 10/30/18,25,,Past,N,N
37-A14,t0014485,0.00,5.00,% Owed-month,5.00,"2,220.23",0.00 , 11/30/18, 11/30/20, 11/30/18,,-1448,,Applicant,N,N
37-A14,t0014655,0.00,5.00,% Owed-month,5.00,"2,220.23",0.00 , 01/31/19, 01/31/21, 01/31/19,,-1450,,Applicant,N,N
37-A14,t0014889,"1,775.00",50.00,Flat Amount,5.00,"2,220.23","2,187.42 ", 03/01/20, 02/28/21, 03/01/19,,-1451, 01/28/20,Current,Y,Y
37-A17,t0011034,0.00,5.00,% Owed-month,5.00,"2,331.85",0.00 , 06/30/17, 06/30/19, 06/30/17,,-1431,,Applicant,N,N
37-A17,t0011135,"1,515.00",50.00,Flat Amount,5.00,"2,331.85","2,331.85 ", 07/01/19, 06/30/21, 06/29/17,,-1431, 02/26/19,Current,N,Y
37-A18,t0006333,"1,444.13",5.00,% Monthly Rent,5.00,"2,485.25",(18.51), 06/18/15, 06/30/16, 06/18/15, 7/1/16,13,,Past,Y,N
37-A18,t0009329,"1,550.00",5.00,% Monthly Rent,5.00,"2,485.25",0.00 , 07/29/16, 07/31/18, 07/29/16, 7/31/18,24,,Past,Y,N
37-A18,t0013912,"1,600.00",50.00,Flat Amount,5.00,"2,485.25","2,448.52 ", 09/01/19, 08/31/20, 08/07/18,,-1444, 08/14/19,Current,Y,Y
37-A20,t0015152,"1,700.00",50.00,Flat Amount,5.00,"2,023.96","2,023.96 ", 04/30/19, 04/30/21, 04/30/19,,-1453,,Current,Y,Y
37-A23,t0007028,0.00,5.00,% Owed-month,5.00,"2,280.65",, 08/31/15, 08/31/17, 08/31/15,,-1408,,Applicant,N,N
37-A23,t0006990,"1,599.00",50.00,Flat Amount,5.00,"2,280.65","2,202.05 ", 09/01/19, 08/31/20, 08/25/15,,-1408, 07/23/19,Current,Y,Y
37-A24,t0005845,0.00,5.00,% Owed-month,5.00,"1,910.90",, 01/19/15, 01/31/17, 01/19/15,,-1401,,Applicant,N,N
37-A24,t0005765,0.00,5.00,% Owed-month,5.00,"1,910.90",, 01/31/15, 01/31/17, 01/31/15,,-1401,,Applicant,N,N
37-A24,t0005987,"1,385.55",5.00,% Owed-month,5.00,"1,910.90",0.00 , 02/16/15, 02/28/17, 02/16/15, 2/28/17,25,,Past,N,N
37-A24,t0005912,0.00,5.00,% Owed-month,5.00,"1,910.90",, 02/28/15, 02/28/17, 02/28/15,,-1402,,Applicant,N,N
37-A24,t0011206,"1,515.00",50.00,Flat Amount,5.00,"1,910.90",0.00 , 08/07/17, 08/31/19, 08/07/17, 8/31/19,25,,Past,Y,N
37-A24,t0016033,"1,692.71",50.00,Flat Amount,5.00,"1,910.90","1,910.90 ", 09/19/19, 09/30/20, 09/19/19,,-1458,,Current,N,Y
37-A26,t0011810,0.00,5.00,% Owed-month,5.00,"2,032.90",0.00 , 10/31/17, 10/31/18, 10/31/17,,-1435,,Applicant,N,N
37-A26,t0012300,0.00,5.00,% Owed-month,5.00,"2,032.90",0.00 , 01/31/18, 01/31/20, 01/31/18,,-1438,,Applicant,N,N
37-A26,t0012823,0.00,5.00,% Owed-month,5.00,"2,032.90",0.00 , 03/31/18, 03/31/20, 03/31/18,,-1440,,Applicant,N,N
37-A26,t0013515,"1,599.00",50.00,Flat Amount,5.00,"2,032.90","2,032.90 ", 05/31/18, 05/31/20, 05/31/18,,-1442,,Current,Y,Y
37-A29,t0014377,0.00,5.00,% Owed-month,5.00,"2,125.77",0.00 , 10/31/18, 10/31/20, 10/31/18,,-1447,,Applicant,N,N
37-A29,t0014459,"1,499.00",50.00,Flat Amount,5.00,"2,125.77","2,125.77 ", 11/21/18, 11/30/20, 11/21/18,,-1448,,Current,N,Y
37-A31,t0006050,"1,375.00",5.00,% Monthly Rent,5.00,"1,936.19",0.00 , 02/24/15, 02/29/16, 02/24/15, 2/29/16,12,,Past,N,N
37-A31,t0008172,"1,165.21",50.00,Flat Amount,5.00,"1,936.19","1,936.22 ", 03/01/19, 02/28/21, 03/01/16,,-1414, 01/07/19,Current,Y,N
37-A32,t0013484,"1,460.00",50.00,Flat Amount,5.00,"1,895.40","1,895.45 ", 06/07/18, 06/30/20, 06/07/18,,-1442,,Current,Y,Y
37-A33,t0006771,"1,378.68",5.00,% Monthly Rent,5.00,"2,380.54",0.00 , 08/01/16, 07/31/18, 07/15/15, 3/31/17,21, 05/23/16,Past,N,N
37-A33,t0010789,"1,465.00",5.00,% Owed-month,5.00,"2,380.54",0.00 , 07/01/17, 06/30/19, 07/01/17, 6/24/19,24,,Past,Y,N
37-A33,t0015746,"1,599.00",50.00,Flat Amount,5.00,"2,380.54","2,380.54 ", 07/30/19, 07/31/21, 07/30/19,,-1456,,Current,N,Y
37-A34,t0008542,"1,681.58",5.00,% Monthly Rent,5.00,"2,010.21",0.00 , 04/08/16, 04/30/17, 04/08/16, 10/31/16,7,,Past,N,N
37-A34,t0010000,"1,525.00",5.00,% Monthly Rent,5.00,"2,010.21",0.00 , 11/30/16, 11/30/18, 11/30/16, 11/30/18,24,,Past,Y,N
37-A34,t0014756,0.00,5.00,% Owed-month,5.00,"2,010.21",0.00 , 01/31/19, 01/31/21, 01/31/19,,-1450,,Applicant,N,N
37-A34,t0014741,"1,450.00",50.00,Flat Amount,5.00,"2,010.21","2,010.21 ", 02/28/19, 02/28/21, 02/28/19,,-1451,,Current,N,Y
37-B02,t0010828,"1,650.00",50.00,Flat Amount,5.00,"2,299.18","2,299.18 ", 07/01/19, 06/30/20, 06/12/17,,-1430, 03/26/19,Current,Y,Y
37-B03,t0008572,"1,515.00",50.00,Flat Amount,5.00,"1,677.68","1,652.89 ", 05/01/19, 04/30/20, 04/21/16,,-1416, 02/18/19,Current,Y,Y
37-B05,t0008638,0.00,5.00,% Owed-month,5.00,"2,103.65",0.00 , 04/30/16, 04/30/18, 04/30/16,,-1416,,Applicant,N,N
37-B05,t0008763,"1,499.00",5.00,% Monthly Rent,5.00,"2,103.65",0.00 , 05/13/16, 05/31/17, 05/13/16, 5/29/17,13,,Past,Y,N
37-B05,t0011060,"1,550.00",50.00,Flat Amount,5.00,"2,103.65","2,103.65 ", 07/01/18, 06/30/20, 06/29/17,,-1431, 05/31/18,Current,Y,Y
37-B06,t0012815,"1,502.77",50.00,Flat Amount,5.00,"2,152.92","2,152.92 ", 03/27/18, 03/31/20, 03/27/18, 1/8/20,22,,Past,N,N
37-B08,t0010554,0.00,5.00,% Owed-month,5.00,"2,069.73",0.00 , 03/31/17, 03/31/19, 03/31/17,,-1428,,Applicant,N,N
37-B08,t0010939,"1,525.00",5.00,% Owed-month,5.00,"2,069.73","1,881.57 ", 05/20/17, 05/31/19, 05/20/17, 5/31/19,25,,Past,Y,N
37-B08,t0010917,0.00,5.00,% Owed-month,5.00,"2,069.73",0.00 , 05/31/17, 05/31/19, 05/31/17,,-1430,,Applicant,N,N
37-B08,t0010930,0.00,5.00,% Owed-month,5.00,"2,069.73",0.00 , 05/31/17, 05/31/19, 05/31/17,,-1430,,Applicant,N,N
37-B08,t0015282,"1,680.00",50.00,Flat Amount,5.00,"2,069.73","2,069.73 ", 06/14/19, 06/30/20, 06/14/19,,-1454,,Current,Y,Y
37-B14,t0009924,"1,610.58",5.00,% Monthly Rent,5.00,"1,947.70",0.00 , 10/27/16, 10/31/18, 10/27/16, 11/2/18,25,,Past,Y,N
37-B14,t0014611,"1,675.00",50.00,Flat Amount,5.00,"1,947.70","1,947.70 ", 12/21/18, 12/31/20, 12/21/18,,-1449,,Current,N,Y
37-B18,t0007604,0.00,5.00,% Owed-month,5.00,"1,795.52",0.00 , 11/30/15, 11/30/17, 11/30/15,,-1411,,Applicant,N,N
37-B18,t0007916,"1,449.00",5.00,% Monthly Rent,5.00,"1,795.52",0.00 , 01/18/16, 01/31/18, 01/18/16, 7/28/16,6,,Past,N,N
37-B18,t0009361,"1,605.00",50.00,Flat Amount,5.00,"1,795.52","1,795.52 ", 09/01/19, 08/31/20, 08/08/16,,-1420, 08/21/19,Current,Y,Y
37-B19,t0006581,0.00,5.00,% Owed-month,5.00,"1,774.61",, 05/31/15, 05/31/17, 05/31/15,,-1405,,Applicant,N,N
37-B19,t0006903,"1,552.30",5.00,% Monthly Rent,5.00,"1,774.61",0.00 , 08/08/15, 08/31/17, 08/08/15, 8/29/17,25,,Past,Y,N
37-B19,t0011781,"1,522.36",50.00,Flat Amount,5.00,"1,774.61","1,731.33 ", 11/01/19, 10/31/21, 10/27/17,,-1435, 10/14/19,Current,N,Y
37-B20,t0011978,0.00,5.00,% Owed-month,5.00,"2,280.66",0.00 , 11/30/17, 11/30/19, 11/30/17,,-1436,,Applicant,N,N
37-B20,t0012821,"1,665.63",50.00,Flat Amount,5.00,"2,280.66","2,225.03 ", 03/01/20, 02/28/22, 03/01/18,,-1439, 12/09/19,Current,N,Y
37-B21,t0005792,"1,281.03",5.00,% Owed-month,5.00,"2,414.30",97.78 , 02/28/15, 02/28/17, 02/28/15, 1/31/17,23,,Past,Y,N
37-B21,t0011680,0.00,5.00,% Owed-month,5.00,"2,414.30",0.00 , 09/30/17, 09/30/19, 09/30/17,,-1434,,Applicant,N,N
37-B21,t0011757,"1,775.00",50.00,Flat Amount,5.00,"2,414.30","2,414.30 ", 10/01/18, 09/30/20, 09/29/17,,-1434, 09/19/18,Current,N,Y
37-B24,t0013574,"1,475.00",50.00,Flat Amount,5.00,"2,136.16","2,136.16 ", 06/28/18, 06/30/20, 06/28/18,,-1443,,Current,N,Y
37-B26,t0009879,"1,574.87",5.00,% Monthly Rent,5.00,"2,128.02",0.00 , 10/01/16, 09/30/18, 10/01/16, 9/29/18,24,,Past,Y,N
37-B26,t0009871,0.00,5.00,% Owed-month,5.00,"2,128.02",0.00 , 10/31/16, 10/31/18, 10/31/16,,-1422,,Applicant,N,N
37-B26,t0014745,0.00,5.00,% Owed-month,5.00,"2,128.02",0.00 , 01/31/19, 01/31/20, 01/31/19,,-1450,,Applicant,N,N
37-B26,t0014751,"1,899.00",50.00,Flat Amount,5.00,"2,128.02","2,054.12 ", 02/01/20, 01/31/22, 02/01/19,,-1450, 01/30/20,Current,Y,N
37-B33,t0014762,"1,493.50",50.00,Flat Amount,5.00,"2,572.22","2,572.22 ", 01/31/19, 01/31/21, 01/31/19,,-1450,,Current,N,Y
37-C01,t0005867,"1,475.00",5.00,% Monthly Rent,5.00,"2,326.71",0.00 , 03/01/17, 02/28/18, 02/16/15, 3/17/18,38, 02/27/17,Past,N,N
37-C01,t0013569,"1,545.00",50.00,Flat Amount,5.00,"2,326.71","2,269.96 ", 07/01/19, 06/30/21, 06/07/18,,-1442, 04/17/19,Current,Y,Y
37-C03,t0005837,"1,357.41",5.00,% Owed-month,5.00,"1,980.43",0.00 , 01/21/15, 01/31/17, 01/21/15, 2/2/17,25,,Past,N,N
37-C03,t0011240,"1,429.00",5.00,% Monthly Rent,5.00,"1,980.43",0.00 , 07/25/17, 07/31/19, 07/25/17, 2/27/18,7,,Past,Y,N
37-C03,t0013566,"1,585.00",50.00,Flat Amount,5.00,"1,980.43","1,932.13 ", 07/01/19, 06/30/21, 06/08/18,,-1442, 06/12/19,Current,N,Y
37-C04,t0006212,0.00,5.00,% Owed-month,5.00,"1,942.36",, 03/31/15, 03/31/17, 03/31/15,,-1403,,Applicant,N,N
37-C04,t0006497,"1,431.56",5.00,% Monthly Rent,5.00,"1,942.36",0.00 , 05/22/15, 05/31/17, 05/22/15, 6/1/17,25,,Past,Y,N
37-C04,t0011414,"1,605.00",50.00,Flat Amount,5.00,"1,942.36","1,890.03 ", 09/01/19, 08/31/20, 08/23/17,,-1432, 09/04/19,Current,Y,Y
37-C06,t0012449,"1,510.07",50.00,Flat Amount,5.00,"1,718.54","1,718.54 ", 03/31/18, 03/31/20, 03/31/18,,-1440,,Current,Y,Y
37-C08,t0006126,"1,583.91",5.00,% Monthly Rent,5.00,"2,015.26",0.00 , 04/01/17, 03/31/18, 03/28/15, 3/27/18,37, 04/11/17,Past,N,N
37-C08,t0013877,"1,574.70",5.00,% Owed-month,5.00,"2,015.26",0.00 , 07/26/18, 07/31/19, 07/26/18, 8/1/19,12,,Past,N,N
37-C08,t0013862,"1,752.40",5.00,% Owed-month,5.00,"2,015.26",0.00 , 08/31/18, 08/31/20, 08/31/18,,-1445,,Applicant,N,N
37-C08,t0013868,0.00,5.00,% Owed-month,5.00,"2,015.26",0.00 , 08/31/18, 08/31/20, 08/31/18,,-1445,,Applicant,N,N
37-C08,t0015976,"1,706.25",50.00,Flat Amount,5.00,"2,015.26","2,015.26 ", 09/01/19, 08/31/20, 09/01/19,,-1457,,Current,Y,Y
37-C09,t0008016,"1,200.00",50.00,Flat Amount,5.00,"1,755.75","1,755.75 ", 03/01/18, 02/29/20, 02/10/16,,-1414, 02/28/18,Current,Y,Y
