Unit,Rent,Legal_Rent,Deposit,Lease _From,Lease_To,Move_In,Is_Past
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/18, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/18, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/18, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/18, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/18, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/18, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/01/17, 07/31/19, 08/01/17,1
JAS-TEMP,0.00,,0.00 , 08/12/17, 08/31/19, 08/12/17,1
JAS-TEMP,0.00,,0.00 , 08/16/17, 08/31/19, 08/16/17,1
JAS-TEMP,0.00,,0.00 , 08/17/17, 08/31/19, 08/17/17,1
JAS-TEMP,0.00,,0.00 , 08/29/17, 08/31/19, 08/29/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 08/31/17, 08/31/19, 08/31/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/18, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/18, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/18, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/18, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/18, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/18, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/18, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/18, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/18, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/01/17, 08/31/19, 09/01/17,1
JAS-TEMP,0.00,,0.00 , 09/08/17, 09/30/19, 09/08/17,1
JAS-TEMP,0.00,,0.00 , 09/15/17, 09/30/19, 09/15/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 09/30/17, 09/30/19, 09/30/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/18, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/18, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/18, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/18, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 12/31/17, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/19, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/01/17, 09/30/18, 10/01/17,1
JAS-TEMP,0.00,,0.00 , 10/13/17, 10/31/19, 10/13/17,1
JAS-TEMP,0.00,,0.00 , 10/15/17, 10/31/19, 10/15/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 10/31/17, 10/31/19, 10/31/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/18, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/18, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/01/17, 10/31/19, 11/01/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 11/30/17, 11/30/19, 11/30/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
JAS-TEMP,0.00,,0.00 , 12/01/17, 11/30/19, 12/01/17,1
